Name,Type,Constellation,Magnitude,RAHour,RAMinute,DecSign,DecDeg,DecMinute
OCL 960,Open Cluster,Nor,11,16,24.6,-,51,58
UGC 10336,Galaxy,CrB,15,16,18.8,+,35,9
UGC 10350,Galaxy,Ser,12,16,21.8,-,2,17
MCG 6-36-26,Galaxy,CrB,15,16,19.7,+,37,48
UGC 10343,Galaxy,CrB,14,16,19.8,+,37,47
M 4,Globular Cluster,Sco,5.9,16,23.6,-,26,32
MCG 6-36-32,Galaxy,CrB,15,16,20.2,+,37,48
UGC 10333,Galaxy,Dra,14,16,17.2,+,61,56
Dunlop 514,Open Cluster,Sco,5.8,16,25.6,-,40,40
UGC 10353,Galaxy,CrB,14,16,21.4,+,36,23
NGC 6125,Galaxy,Dra,13,16,19.2,+,57,58
NGC 6125,Galaxy,Dra,13,16,19.1,+,57,59
MCG 6-36-37,Galaxy,CrB,14,16,21.8,+,37,59
UGC 10347,Galaxy,Dra,14,16,19.5,+,57,37
UGC 10363,Galaxy,Her,15,16,23.7,+,11,48
OCL 968,Open Cluster,Nor,7.2,16,27.7,-,49,9
MCG 9-27-19,Galaxy,Dra,15,16,20.8,+,55,57
GCL 43,Globular Cluster,Sco,9.2,16,27.7,-,38,51
UGC 10359,Galaxy,Dra,12,16,20.9,+,65,23
UGC 10366,Galaxy,CrB,15,16,23.4,+,37,16
UGC 10358,Galaxy,Dra,14,16,21.7,+,55,5
GCL 42,Globular Cluster,Sco,9.1,16,27.3,-,26,2
MCG 7-34-21,Galaxy,Her,15,16,25,+,40,56
UGC 10379,Galaxy,Her,14,16,25.2,+,40,53
UGC 10391,Galaxy,Her,15,16,27.4,+,19,36
OCL 961,Open Cluster,Nor,8,16,32.7,-,52,37
PK 341+5.1,Planetary Nebula,Sco,12,16,31.5,-,40,15
UGC 10382,Galaxy,Her,14,16,25.6,+,49,50
UGC 10385,Galaxy,Her,13,16,26.1,+,48,22
MCG 9-27-39,Galaxy,Dra,15,16,25.7,+,55,22
UGC 10397,Galaxy,Her,15,16,27.4,+,42,41
UGC 10400,Galaxy,Her,15,16,27.7,+,40,55
MCG 6-36-46,Galaxy,Her,15,16,28.3,+,32,49
UGC 10353,Galaxy,Her,15,16,28.4,+,32,52
MCG 6-36-48,Galaxy,Her,15,16,28.4,+,32,52
UGC 10409,Galaxy,Her,12,16,28.6,+,39,33
OCL 971,Open Cluster,Nor,6.7,16,34.4,-,49,36
UGC 10434,Galaxy,Her,14,16,31.4,+,20,12
OCL 984,Open Cluster,Nor,7,16,34.1,-,44,3
M 107,Globular Cluster,Oph,8.1,16,32.5,-,13,3
UGC 10421,Galaxy,Her,14,16,29.8,+,40,49
UGC 10422,Galaxy,Her,15,16,29.9,+,40,39
NGC 6170,Galaxy,Dra,15,16,27.5,+,59,35
UGC 10428,Galaxy,Her,15,16,30.6,+,35,4
OCL 980,Open Cluster,Sco,7.2,16,35.7,-,45,38
ZWG 196. 73,Galaxy,Her,15,16,30.7,+,35,7
MCG 7-34-95,Galaxy,Her,15,16,30.5,+,40,34
UGC 10439,Galaxy,Her,11.9,16,32.3,+,19,50
UGC 10424,Galaxy,Dra,14,16,29.5,+,55,31
MCG 7-34-109,Galaxy,Her,15,16,31.5,+,40,35
UGC 10444,Galaxy,Her,14,16,33.2,+,35,20
UGC 10448,Galaxy,Her,14,16,34.4,+,21,33
MCG 10-23-79,Galaxy,Dra,15,16,31.6,+,57,43
NGC 6191,Galaxy,Dra,13,16,31.6,+,59,39
UGC 10443,Galaxy,Dra,13,16,32,+,58,27
OCL 988,Open Cluster,Sco,9,16,40.3,-,43,22
OCL 975,Open Cluster,Ara,5.2,16,41.3,-,48,46
MCG 6-36-54,Galaxy,Her,14,16,36.6,+,36,11
UGC 10469,Galaxy,Her,15,16,36.5,+,39,2
IC 4615,Galaxy,Her,14,16,37.4,+,36,6
IC 4616,Galaxy,Her,15,16,37.5,+,36,2
UGC 10467,Galaxy,Dra,15,16,35.5,+,57,31
OCL 978,Open Cluster,Ara,7.4,16,44.2,-,47,29
ZWG 138. 53,Galaxy,Her,15,16,40.2,+,23,45
MCG 4-39-19,Galaxy,Her,15,16,40.4,+,23,46
OCL 982,Open Cluster,Ara,8.2,16,46.5,-,47,1
M 13,Globular Cluster,Her,5.9,16,41.7,+,36,28
IC 1227,Galaxy,Dra,14,16,40.1,+,58,38
UGC 10521,Galaxy,Her,11.6,16,43.1,+,36,50
OCL 964,Open Cluster,Ara,7.2,16,49.5,-,53,49
PK 43+37.1,Planetary Nebula,Her,9,16,44.5,+,23,49
UGC 10516,Galaxy,Dra,14,16,41.5,+,57,47
MCG 7-34-142,Galaxy,Her,15,16,43.3,+,39,48
MCG 10-24-30,Galaxy,Dra,15,16,41.5,+,57,50
UGC 10507,Galaxy,Dra,14,16,39.5,+,66,1
ESO 137-46,Galaxy,Ara,12,16,51.1,-,58,59
NGC 6222,Open Cluster,Sco,10,16,49.4,-,44,44
UGC 10470,Galaxy,UMi,11.2,16,32.6,+,78,12
M 12,Globular Cluster,Oph,6.6,16,47.2,-,1,57
MCG 2-43-1,Galaxy,Her,15,16,46.3,+,9,2
UGC 10541,Galaxy,Oph,15,16,47.2,-,0,17
ESO 138-3,Galaxy,Ara,11,16,52.8,-,59,13
NGC 6216,Open Cluster,Sco,10,16,50.7,-,44,45
UGC 10527,Galaxy,Dra,13,16,43.1,+,61,34
UGC 10555,Galaxy,Her,15,16,48.2,+,6,18
UGC 10556,Galaxy,Her,15,16,48.3,+,6,13
UGC 10532,Galaxy,Dra,14,16,43.5,+,61,58
UGC 10558,Galaxy,Her,15,16,48,+,26,12
GCL 47,Globular Cluster,Her,9.4,16,47,+,47,32
UGC 10575,Galaxy,Her,15,16,50.6,+,4,35
Dunlop 520,Cluster Nebulosity,Sco,2.6,16,54,-,41,48
UGC 10537,Galaxy,Dra,13,16,43.3,+,70,38
UGC 10573,Galaxy,Her,15,16,50.1,+,23,34
MCG 1-43-7,Galaxy,Oph,15,16,51.9,+,4,23
GCL 48,Globular Cluster,Oph,10.2,16,53.4,-,22,11
UGC 10546,Galaxy,Dra,12,16,44.5,+,70,48
UGC 10563,Galaxy,Dra,14,16,47.2,+,62,8
UGC 10577,Galaxy,Her,12.3,16,50.1,+,42,44
IC 4625,Galaxy,Oph,15,16,53,+,2,24
MCG 8-31-7,Galaxy,Her,15,16,50.1,+,45,24
OCL 1001,Open Cluster,Sco,6.4,16,55.6,-,39,30
UGC 10591,Galaxy,Her,15,16,52.4,+,23,21
UGC 10568,Galaxy,Dra,14,16,48.1,+,62,11
UGC 10580,Galaxy,Dra,14.1,16,49.9,+,55,33
UGC 10572,Galaxy,Dra,13,16,48.2,+,62,58
UGC 10564,Galaxy,Dra,13,16,46.4,+,70,22
OCL 994,Open Cluster,Sco,8.2,16,57.6,-,44,47
OCL 991,Open Cluster,Ara,5.9,16,58,-,45,48
UGC 10501,Galaxy,UMi,14,16,32.6,+,82,33
MCG 14-8-11,Galaxy,UMi,15,16,32.5,+,82,36
OCL 972,Open Cluster,Ara,10,16,59.1,-,52,43
M 10,Globular Cluster,Oph,6.6,16,57.1,-,4,6
UGC 10606,Galaxy,Her,14,16,54.8,+,36,30
ZWG 225. 12,Galaxy,Her,15,16,56,+,39,39
UGC 10595,Galaxy,Dra,14,16,52.3,+,60,33
OCL 996,Open Cluster,Sco,8,17,0.7,-,44,40
MCG 11-20-29,Galaxy,Dra,15,16,51.8,+,63,43
UGC 10617,Galaxy,Her,15,16,56.5,+,28,0
UGC 10618,Galaxy,Her,15,16,56.7,+,27,50
MCG 5-40-9,Galaxy,Her,15,16,57.3,+,27,52
UGC 10624,Galaxy,Her,15,16,57.5,+,27,51
M 62,Globular Cluster,Oph,6.6,17,1.2,-,30,7
UGC 10628,Galaxy,Her,14,16,58.2,+,22,59
OCL 1002,Open Cluster,Sco,10,17,2.4,-,39,44
UGC 10629,Galaxy,Her,14,16,58,+,27,52
MCG 5-40-16,Galaxy,Her,15,16,58.8,+,27,59
ZWG 169. 22,Galaxy,Her,15,16,58.9,+,27,56
M 19,Globular Cluster,Oph,7.2,17,2.6,-,26,16
UGC 10643,Galaxy,Her,14,16,59.4,+,29,57
MK 503,Galaxy,Dra,15,16,55.6,+,63,15
UGC 10656,Galaxy,Her,14,17,0.9,+,23,1
UGC 10645,Galaxy,Her,15,16,59,+,47,14
MCG 1-43-8,Galaxy,Oph,15,17,1.9,+,6,40
OCL 1003,Cluster Nebulosity,Sco,5.4,17,4.8,-,37,54
ZWG 169. 29,Galaxy,Her,15,17,0.8,+,29,50
UGC 10652,Galaxy,Her,13,16,59.4,+,49,56
GCL 53,Globular Cluster,Oph,9,17,4.5,-,24,46
MCG 10-24-81,Galaxy,Dra,15,16,58.4,+,58,59
UGC 10647,Galaxy,Dra,14,16,58.6,+,58,58
GCL 54,Globular Cluster,Oph,9.2,17,5.2,-,22,42
MCG 11-21-6,Galaxy,Dra,15,16,57.5,+,68,27
MCG 11-21-7,Galaxy,Dra,15,16,57.8,+,68,31
UGC 10665,Galaxy,Dra,14,17,0.9,+,59,0
MCG 10-24-86,Galaxy,Dra,15,17,0.9,+,58,58
UGC 10684,Galaxy,Dra,14,17,3,+,61,3
GCL 55,Globular Cluster,Oph,8.2,17,10.2,-,26,35
UGC 10682,Galaxy,Dra,15,17,3.1,+,60,20
UGC 10719,Galaxy,Oph,14,17,8.7,+,3,54
UGC 10690,Galaxy,Dra,14,17,3.6,+,62,2
MCG 10-24-97,Galaxy,Dra,15,17,5,+,62,27
ESO 101-25,Galaxy,Ara,11,17,17,-,62,49
IC 4643;H IV 57,Galaxy,Her,14,17,8.6,+,42,20
PK 349+1.1,Planetary Nebula,Sco,13,17,13.7,-,37,6
GCL 56,Globular Cluster,Oph,8.4,17,14.5,-,29,28
UGC 10724,Galaxy,Dra,14,17,7.6,+,60,44
UGC 10727,Galaxy,Dra,14,17,7.7,+,60,45
UGC 10747,Galaxy,Her,14,17,12,+,23,23
PK 9+14.1,Planetary Nebula,Oph,11,17,14.1,-,12,55
UGC 10730,Galaxy,Dra,14,17,8,+,61,0
UGC 10741,Galaxy,Her,15,17,10.6,+,41,39
MCG 7-35-40,Galaxy,Her,15,17,10.8,+,42,17
UGC 10742,Galaxy,Her,15,17,10.4,+,48,19
UGC 10752,Galaxy,Her,13.1,17,12.6,+,23,16
MCG 4-40-23,Galaxy,Her,13.3,17,12.8,+,23,13
GCL 57,Globular Cluster,Oph,9,17,16.6,-,28,8
OCL 1004,Open Cluster,Sco,12,17,17.8,-,39,27
UGC 10744,Galaxy,Dra,14,17,9.6,+,62,59
UGC 10761,Galaxy,Her,15,17,12.9,+,40,16
UGC 10768,Galaxy,Her,14,17,14.5,+,20,18
OCL 1000,Open Cluster,Sco,6,17,18.5,-,42,57
UGC 10764,Galaxy,Her,15,17,13.3,+,43,46
UGC 10725,Galaxy,UMi,13,17,5.4,+,75,25
GCL 58,Globular Cluster,Oph,10.7,17,18,-,23,46
PK 338-8.1,Planetary Nebula,Ara,12,17,20.8,-,51,45
ZWG 225. 74,Galaxy,Her,15,17,14,+,43,38
UGC 10771,Galaxy,Her,14,17,14.3,+,43,41
UGC 10776,Galaxy,Her,15,17,15.8,+,29,23
MCG 13-12-15,Galaxy,UMi,15,17,3.5,+,78,38
UGC 10773,Galaxy,Her,14,17,15,+,43,39
M 9,Globular Cluster,Oph,7.9,17,19.2,-,18,31
UGC 10786,Galaxy,Her,14,17,16.3,+,43,48
UGC 10784,Galaxy,Dra,14,17,15.3,+,57,25
UGC 10790,Galaxy,Her,13,17,17.1,+,40,51
UGC 10762,Galaxy,Dra,11,17,10.4,+,72,18
M 92,Globular Cluster,Her,6.5,17,17.1,+,43,8
GCL 61,Globular Cluster,Oph,9.9,17,21.2,-,19,35
MCG 7-35-60,Galaxy,Her,14,17,17.3,+,41,3
MCG 10-24-115,Galaxy,Dra,15,17,15.3,+,57,21
MCG 10-24-114,Galaxy,Dra,15,17,15.3,+,57,19
IC 1253,Galaxy,Her,14,17,19.9,+,16,40
MCG 7-35-63,Galaxy,Her,15,17,18.4,+,41,39
MCG 6-38-16,Galaxy,Her,15,17,19.1,+,36,3
UGC 10800,Galaxy,Her,14,17,18.7,+,41,41
Dunlop 417,Globular Cluster,Ara,8.2,17,25.5,-,48,25
GCL 63,Globular Cluster,Oph,9.6,17,24,-,26,21
GCL 62,Globular Cluster,Oph,8.4,17,23.6,-,17,49
UGC 10810,Galaxy,Dra,15,17,19,+,52,37
UGC 10804,Galaxy,Dra,12.6,17,17.9,+,61,47
UGC 10815,Galaxy,Dra,14,17,18.6,+,60,37
Dunlop 225,Globular Cluster,Ara,8.3,17,31.9,-,67,3
UGC 10827,Galaxy,Her,14,17,22.7,+,41,8
UGC 10835,Galaxy,Her,14,17,24.5,+,29,24
UGC 10833,Galaxy,Dra,14,17,22.7,+,62,11
GCL 65,Globular Cluster,Oph,10,17,27.7,-,5,5
MCG 6-38-20,Galaxy,Her,15,17,25.2,+,37,46
UGC 10856,Galaxy,Oph,13,17,27.1,+,11,33
PK 2+5.1;H IV 11,Planetary Nebula,Oph,13,17,29.3,-,23,46
UGC 10836,Galaxy,Dra,14,17,23.3,+,57,0
MCG 4-41-12,Galaxy,Her,15,17,27.2,+,26,30
UGC 10861,Galaxy,Her,14,17,27.5,+,26,28
UGC 10850,Galaxy,Dra,14,17,24.3,+,59,1
NGC 6383,Open Cluster,Sco,9,17,32.3,-,32,36
UGC 10875,Galaxy,Her,14,17,29.3,+,16,12
UGC 10855,Galaxy,Dra,14,17,25.4,+,58,50
UGC 10855,Galaxy,Dra,14,17,25.4,+,58,50
UGC 10884,Galaxy,Oph,15,17,30.6,+,6,17
IC 4636,Galaxy,Her,15,17,30.6,+,16,17
UGC 10871,Galaxy,Dra,14,17,27.3,+,60,1
MCG 9-29-1,Galaxy,Dra,15,17,27.8,+,56,52
NGC 6374,Cluster Nebulosity,Sco,5.5,17,34.8,-,32,34
UGC 10891,Galaxy,Oph,10.6,17,32.4,+,7,4
UGC 10877,Galaxy,Dra,14,17,28,+,57,33
MCG 9-29-4,Galaxy,Dra,15,17,28.9,+,52,44
ZWG 300. 37,Galaxy,Dra,15,17,28.4,+,57,34
GCL 70,Globular Cluster,Sco,6.9,17,36.3,-,44,44
UGC 10893,Galaxy,Her,14,17,32.7,+,16,24
UGC 10881,Galaxy,Dra,14,17,28.5,+,60,6
MCG 10-25-49,Galaxy,Dra,15,17,28.9,+,58,52
MCG 10-25-54,Galaxy,Dra,15,17,30.3,+,59,39
UGC 10876,Galaxy,Dra,13,17,26.4,+,71,6
OCL 1018,Open Cluster,Sco,8.5,17,38.1,-,35,0
Lac III-11,Globular Cluster,Ara,5.7,17,40.7,-,53,40
UGC 10896,Galaxy,Dra,15,17,31.8,+,59,38
OCL 1014,Open Cluster,Sco,9,17,40.8,-,36,57
GCL 73,Globular Cluster,Oph,9.5,17,38.6,-,23,55
M 14,Globular Cluster,Oph,7.6,17,37.6,-,3,15
OCL 1024,Open Cluster,Sco,11,17,39.6,-,33,15
M 6,Open Cluster,Sco,4.2,17,40.1,-,32,13
UGC 10930,Galaxy,Her,14,17,38.8,+,18,52
ZWG 253. 20,Galaxy,Dra,15,17,36.6,+,50,46
UGC 10916,Galaxy,Dra,13,17,35.6,+,60,48
UGC 10897,Galaxy,Dra,11.8,17,29.6,+,75,42
UGC 10906,Galaxy,Dra,15,17,30.6,+,74,23
OCL 1031,Open Cluster,Sco,5.7,17,44.4,-,32,21
UGC 10945,Galaxy,Her,14,17,41.7,+,23,40
MCG 10-25-74,Galaxy,Dra,14,17,38.1,+,58,43
UGC 10924,Galaxy,Dra,15,17,35.9,+,68,8
MCG 11-21-13,Galaxy,Dra,15,17,36.1,+,68,1
MCG 11-21-15,Galaxy,Dra,15,17,36.3,+,68,2
MCG 11-21-16,Galaxy,Dra,15,17,36.7,+,68,9
UGC 10932,Galaxy,Dra,15,17,36.2,+,69,59
OCL 1033,Open Cluster,Sco,7.2,17,46.9,-,31,32
GCL 76,Globular Cluster,Oph,11.2,17,44.9,+,3,0
NGC 6431,Galaxy,Her,14,17,43.6,+,25,29
UGC 10960,Galaxy,Her,14,17,44,+,25,21
UGC 10962,Galaxy,Her,14,17,44,+,36,46
UGC 10934,Galaxy,Dra,13,17,36.8,+,72,5
UGC 10947,Galaxy,Dra,15,17,40.1,+,62,37
UGC 10951,Galaxy,Dra,15,17,41.2,+,60,27
ESO 10-1,Galaxy,Oct,13,18,26,-,85,25
PK 11+5.1,Planetary Nebula,Sgr,14,17,48.3,-,16,29
GCL 77,Globular Cluster,Sgr,9.7,17,48.9,-,20,22
GCL 78,Globular Cluster,Sco,7.4,17,50.2,-,37,3
UGC 10978,Galaxy,Her,14,17,46.9,+,20,45
UGC 10967,Galaxy,Her,15,17,44.6,+,48,5
PK 8+3.1;H II 586,Planetary Nebula,Sgr,13,17,49.2,-,20,1
MCG 6-39-18,Galaxy,Her,15,17,46.1,+,35,33
UGC 10975,Galaxy,Her,14,17,46.3,+,35,33
UGC 10965,Galaxy,Dra,14,17,43.7,+,56,47
OCL 1035,Open Cluster,Sco,8,17,50.7,-,30,13
ZWG 112. 43,Galaxy,Her,15,17,48,+,20,51
GCL 79,Globular Cluster,Sco,9.9,17,50.9,-,34,36
MCG 9-29-26,Galaxy,Dra,15,17,44.9,+,55,42
ZWG 322. 4,Galaxy,Dra,15,17,42.4,+,67,34
UGC 10964,Galaxy,Dra,14,17,42.8,+,66,28
UGC 10994,Galaxy,Her,15,17,49.2,+,20,49
UGC 10997,Galaxy,Her,14,17,49.6,+,20,46
UGC 10954,Galaxy,Dra,15,17,38.7,+,73,30
MCG 10-25-85,Galaxy,Dra,14,17,44.7,+,61,53
MCG 11-21-22,Galaxy,Dra,15,17,43.5,+,67,35
MCG 10-25-87,Galaxy,Dra,15,17,45.8,+,60,53
ZWG 278. 30,Galaxy,Dra,15,17,48.2,+,51,26
NGC 6468,Galaxy,Her,15,17,50.7,+,17,32
NGC 6467,Galaxy,Her,14,17,50.7,+,17,32
OCL 21,Open Cluster,Sgr,8,17,52.9,-,22,21
UGC 10974,Galaxy,Dra,15,17,44.1,+,67,34
UGC 10973,Galaxy,Dra,15,17,44.1,+,67,34
NPM1G +67.0154,Galaxy,Dra,15,17,44.2,+,67,36
M 7,Open Cluster,Sco,3.3,17,53.9,-,34,49
UGC 10998,Galaxy,Dra,14,17,48.6,+,51,9
UGC 10996,Galaxy,Dra,14,17,48.3,+,54,10
UGC 11009,Galaxy,Her,11.3,17,51.8,+,23,4
UGC 11010,Galaxy,Her,13,17,51.7,+,24,30
UGC 11014,Galaxy,Her,14,17,51.8,+,31,28
MCG 5-42-6,Galaxy,Her,15,17,52.6,+,29,50
UGC 11022,Galaxy,Her,14,17,52.7,+,29,51
MCG 10-25-98,Galaxy,Dra,14,17,49.3,+,62,14
UGC 11033,Galaxy,Her,14,17,54.5,+,18,23
UGC 11008,Galaxy,Dra,14,17,50.1,+,61,32
M 23,Open Cluster,Sgr,5.5,17,56.8,-,19,1
UGC 11034,Galaxy,Her,14,17,54.8,+,18,20
GCL 80,Globular Cluster,Sco,9.2,17,59,-,44,16
NGC 6498,Galaxy,Dra,14,17,51.2,+,59,30
UGC 11048,Galaxy,Her,13,17,56,+,18,20
UGC 11049,Galaxy,Her,12.3,17,56.1,+,18,22
UGC 11012,Galaxy,Dra,10.2,17,49.4,+,70,9
UGC 11053,Galaxy,Her,13,17,56,+,33,12
UGC 11026,Galaxy,Dra,15,17,51.3,+,65,33
OCL 32,Open Cluster,Sgr,10,17,59.6,-,17,24
UGC 11023,Galaxy,Dra,14,17,49.9,+,72,2
UGC 11075,Galaxy,Oph,13,17,59.4,+,6,17
MCG 10-25-115,Galaxy,Dra,15,17,54.8,+,62,39
UGC 11078,Galaxy,Her,14,17,59.5,+,24,54
M 20,Cluster Nebulosity,Sgr,6.3,18,2.3,-,23,2
UGC 11071,Galaxy,Dra,14,17,57.4,+,50,44
MCG 10-25-118,Galaxy,Dra,15,17,55.2,+,62,40
GCL 81,Globular Cluster,Oph,10.3,18,1.8,-,8,58
MCG 5-42-24,Galaxy,Her,15,17,59.7,+,28,52
OCL 10,Open Cluster,Sgr,8,18,3.4,-,27,54
UGC 11061,Galaxy,Dra,14,17,55.8,+,62,37
GCL 82,Globular Cluster,Sgr,8.6,18,3.6,-,30,2
M 8,Nebula,Sgr,5.8,18,3.8,-,24,23
UGC 11079,Galaxy,Her,14,17,59.2,+,45,55
UGC 11094,Galaxy,Her,15,18,1.8,+,19,44
GCL 84,Globular Cluster,Sgr,9.5,18,4.8,-,30,3
OCL 19,Open Cluster,Sgr,4.6,18,4.8,-,24,20
M 21,Open Cluster,Sgr,5.9,18,4.6,-,22,30
UGC 11085,Galaxy,Dra,15,17,59.1,+,56,13
GCL 83,Globular Cluster,Ser,10.6,18,3.8,-,0,18
UGC 11077,Galaxy,Dra,14,17,57.3,+,64,56
PK 10+0.1,Planetary Nebula,Sgr,13,18,5.2,-,19,51
UGC 11062,Galaxy,Dra,14,17,54.2,+,73,25
GCL 85,Globular Cluster,Ser,9.6,18,4.8,-,7,35
Dunlop 473,Globular Cluster,CrA,6.6,18,8,-,43,42
UGC 11092,Galaxy,Dra,14,17,59.7,+,61,22
PK 96+29.1,Planetary Nebula,Dra,9,17,58.6,+,66,38
GCL 87,Globular Cluster,Sgr,8.3,18,7.3,-,25,0
OCL 24,Open Cluster,Sgr,8,18,7.2,-,23,20
UGC 11110,Galaxy,Her,14,18,5.1,+,25,13
NGC 6550,Galaxy,Her,13,18,6,+,18,35
UGC 11114,Galaxy,Her,15,18,5.8,+,18,32
NGC 6548,Galaxy,Her,13,18,6,+,18,35
UGC 11096,Galaxy,Dra,14,18,0.1,+,66,36
GCL 88,Globular Cluster,Sgr,8.3,18,9.3,-,25,54
UGC 11121,Galaxy,Her,12,18,7.8,+,17,36
UGC 11117,Galaxy,Her,14,18,5.3,+,46,52
MCG 9-29-51,Galaxy,Dra,14,18,4.9,+,56,15
PK 358-7.1,Planetary Nebula,Sgr,14,18,12,-,33,52
PK 3-4.5,Planetary Nebula,Sgr,13,18,11.9,-,28,11
MCG 9-30-1,Galaxy,Dra,15,18,7,+,52,16
PK 11-0.2,Planetary Nebula,Sgr,12,18,13.7,-,19,5
OCL 28,Open Cluster,Sgr,9,18,12.8,-,21,36
GCL 91,Globular Cluster,Sgr,8.7,18,13.6,-,31,50
UGC 11137,Galaxy,Oph,13,18,11.1,+,14,6
MCG 4-43-6,Galaxy,Her,15,18,10.9,+,21,14
PK 34+11.1,Planetary Nebula,Oph,9,18,12.1,+,6,51
NGC 6610,Galaxy,Her,12,18,11.9,+,14,59
UGC 11138,Galaxy,Her,14,18,10.8,+,31,5
ZWG 142. 14,Galaxy,Her,15,18,11.8,+,21,25
UGC 11148,Galaxy,Her,14,18,12.1,+,21,28
PK 10-1.1,Planetary Nebula,Sgr,13,18,16.3,-,20,27
IC 1280,Galaxy,Her,15,18,12.6,+,25,25
UGC 11146,Galaxy,Her,15,18,11,+,49,53
OCL 27,Open Cluster,Sgr,10,18,15.8,-,22,8
Dunlop 376,Globular Cluster,Tel,9.2,18,18.6,-,52,13
UGC 11159,Galaxy,Her,13,18,12.4,+,39,37
UGC 11164,Galaxy,Her,14,18,13.7,+,21,5
UGC 11166,Galaxy,Her,12.1,18,13.9,+,18,50
MCG 10-26-18,Galaxy,Dra,15,18,9.9,+,61,25
MCG 4-43-18,Galaxy,Her,15,18,14.2,+,22,17
MCG 10-26-19,Galaxy,Dra,15,18,10.2,+,61,7
IC 4700,Open Cluster,Sgr,7,18,17,-,19,53
MCG 10-26-20,Galaxy,Dra,15,18,11.3,+,61,10
UGC 11139,Galaxy,Dra,14,18,8.8,+,69,4
NGC 6600,Galaxy,Her,13,18,15.6,+,24,56
MCG 10-26-22,Galaxy,Dra,15,18,11.9,+,61,26
UGC 11184,Galaxy,Her,14,18,16.6,+,25,2
OCL 56,Cluster Nebulosity,Ser,6.5,18,18.1,-,12,14
OCL 47,Open Cluster,Ser,6,18,17.1,-,14,58
UGC 11174,Galaxy,Lyr,14,18,14.7,+,43,16
MCG 10-26-23,Galaxy,Dra,15,18,12.3,+,61,19
MCG 10-26-24,Galaxy,Dra,15,18,12.6,+,61,19
MCG 10-26-25,Galaxy,Dra,15,18,12.6,+,61,19
M 16,Cluster Nebulosity,Ser,6,18,18.8,-,13,47
MCG 6-40-11,Galaxy,Lyr,15,18,16.2,+,36,5
M 18,Open Cluster,Sgr,6.9,18,19.9,-,17,8
UGC 11196,Galaxy,Oph,15,18,18.6,+,13,16
UGC 11192,Galaxy,Her,15,18,17.8,+,22,15
UGC 11176,Galaxy,Dra,15,18,14.1,+,61,19
M 17,Cluster Nebulosity,Sgr,6,18,20.8,-,16,11
UGC 11200,Galaxy,Her,14,18,18.8,+,23,40
PK 5-6.1,Planetary Nebula,Sgr,15,18,22.9,-,26,49
UGC 11175,Galaxy,Dra,13.1,18,12.9,+,68,22
UGC 11175,Galaxy,Dra,13,18,13,+,68,20
UGC 11203,Galaxy,Her,14,18,19.5,+,23,43
GCL 93,Globular Cluster,Sgr,8.3,18,23.7,-,30,22
OCL 58,Open Cluster,Sct,9,18,23.2,-,12,3
M 28,Globular Cluster,Sgr,6.9,18,24.5,-,24,52
UGC 11212,Galaxy,Her,13.2,18,22.7,+,15,42
UGC 11211,Galaxy,Her,15,18,22.2,+,23,29
PK 9-5.1;H II 204,Planetary Nebula,Sgr,12,18,25.7,-,23,12
OCL 59,Open Cluster,Sct,12,18,27.2,-,12,2
UGC 11226,Galaxy,Her,13,18,25,+,27,32
OCL 90,Open Cluster,Oph,4.6,18,27.7,+,6,34
UGC 11239,Galaxy,Her,15,18,27.6,+,14,49
UGC 11221,Galaxy,Dra,14,18,22,+,66,38
M 69,Globular Cluster,Sgr,7.7,18,31.4,-,32,21
GCL 95,Globular Cluster,Sgr,9.2,18,30.9,-,25,30
UGC 11247,Galaxy,Lyr,14,18,28.1,+,34,18
UGC 11250,Galaxy,Her,14,18,28.8,+,22,54
GCL 97,Globular Cluster,Sgr,8.8,18,31.9,-,23,29
UGC 11218,Galaxy,Dra,11.1,18,19.8,+,74,34
PK 8-7.2,Planetary Nebula,Sgr,12,18,32.6,-,25,8
OCL 48,Open Cluster,Sgr,9,18,32.6,-,16,54
UGC 11258,Galaxy,Lyr,13,18,29.6,+,39,52
OCL 45,Open Cluster,Sgr,8,18,31.5,-,17,21
OCL 66,Open Cluster,Sct,8.9,18,33.5,-,10,24
ZWG 322. 43,Galaxy,Dra,15,18,25.4,+,68,0
UGC 11236,Galaxy,Dra,14,18,24.3,+,71,36
GCL 98,Globular Cluster,Sgr,8.9,18,35.8,-,32,59
UGC 11238,Galaxy,Dra,11.6,18,24.1,+,73,11
M 22,Globular Cluster,Sgr,5.1,18,36.4,-,23,54
UGC 11271,Galaxy,Lyr,14,18,33,+,34,2
UGC 11274,Galaxy,Her,12.9,18,33.9,+,22,53
NGC 6660,Galaxy,Her,11.9,18,34.6,+,22,55
UGC 11280,Galaxy,Lyr,15,18,34,+,32,3
UGC 11276,Galaxy,Lyr,15,18,33.5,+,40,3
OCL 68,Open Cluster,Sct,7.8,18,36.7,-,8,13
MCG 5-44-4,Galaxy,Lyr,14,18,34.5,+,30,42
NGC 6668,Galaxy,Dra,12,18,30.7,+,67,59
UGC 11284,Galaxy,Dra,15,18,33.5,+,59,53
UGC 11299,Galaxy,Lyr,14,18,37.4,+,26,24
ZWG 228. 15,Galaxy,Lyr,15,18,33.8,+,42,48
UGC 11308,Galaxy,Her,12.1,18,38.6,+,25,23
UGC 11305,Galaxy,Lyr,13,18,37.4,+,40,4
